Suburb,Address,Rooms,Price,Method,Type,SellerG,Date,Distance,Regionname,Propertycount,Postcode,Bedroom2,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Lat,Lng
Brighton,22 Champion St,3,2375000,S,h,HAR,17/09/2016,11.2,Southern Metropolitan,10579,3186,4,2,2,547,2000,Bayside,-37.9271,145.0034
Brighton,6 Hamilton St,3,2275000,S,h,Marshall,17/09/2016,11.2,Southern Metropolitan,10579,3186,3,2,1,359,2022,Bayside,-37.8965,145.0022
Brighton,679 Hampton St,3,1385000,S,h,Buxton,17/09/2016,11.2,Southern Metropolitan,10579,3186,3,1,2,426,1935,Bayside,-37.9254,145.0045
Brighton,160 New St,2,1601000,S,h,RT,17/09/2016,11.2,Southern Metropolitan,10579,3186,2,1,1,380,1958,Bayside,-37.9166,144.9926
Brighton,89 South Rd,3,2020000,S,h,Nick,17/09/2016,11.2,Southern Metropolitan,10579,3186,5,6,2,685,2022,Bayside,-37.9284,144.9986
Brighton,8 Southey St,3,1762000,S,t,Buxton,17/09/2016,11.2,Southern Metropolitan,10579,3186,3,2,2,483,2022,Bayside,-37.9075,145.0064
Brighton,1A Baker St,3,2450000,S,h,Nick,18/03/2017,11.2,Southern Metropolitan,10579,3186,3,3,2,482,2022,Bayside,-37.912,144.9994
Brighton,4/14 Brickwood St,2,858000,S,u,Marshall,18/03/2017,11.2,Southern Metropolitan,10579,3186,2,1,1,107,1950,Bayside,-37.8958,144.9982
Brighton,2/72 Dendy St,3,1427000,S,t,Marshall,18/03/2017,11.2,Southern Metropolitan,10579,3186,3,2,1,313,2022,Bayside,-37.9206,145
Brighton,15 Loller St,3,2517500,SP,t,Marshall,18/03/2017,11.2,Southern Metropolitan,10579,3186,3,3,2,311,2022,Bayside,-37.9148,145.0009
Brighton,12 May St,4,2800000,S,h,Biggin,18/03/2017,11.2,Southern Metropolitan,10579,3186,4,2,4,569,1910,Bayside,-37.8962,145.0011
Brighton,82 New St,5,3700000,VB,h,Kay,18/06/2016,11.2,Southern Metropolitan,10579,3186,4,3,4,1572,1890,Bayside,-37.9233,144.9944
Brighton,33 Burrows St,3,1410000,S,h,Buxton,19/11/2016,11.2,Southern Metropolitan,10579,3186,3,1,1,375,1930,Bayside,-37.9175,144.9949
Brighton,823 Hampton St,4,2475000,VB,h,Marshall,19/11/2016,11.2,Southern Metropolitan,10579,3186,4,2,2,605,1920,Bayside,-37.916,145.0064
Brighton,64 North Rd,4,2700000,SP,h,Nick,19/11/2016,11.2,Southern Metropolitan,10579,3186,4,2,2,732,1925,Bayside,-37.8987,144.9953
Brighton,5/18 William St,3,1005000,SP,u,hockingstuart,19/11/2016,11.2,Southern Metropolitan,10579,3186,3,1,1,0,2022,Bayside,-37.909,145.0005
Brighton,66 Champion St,4,3900000,S,h,Nick,22/05/2016,11.2,Southern Metropolitan,10579,3186,4,2,2,842,1990,Bayside,-37.9227,145.0043
Brighton,10/32 Loller St,2,610000,S,u,RT,22/05/2016,11.2,Southern Metropolitan,10579,3186,2,1,1,0,2005,Bayside,-37.9156,145.0013
Brighton,3/61 Martin St,3,880000,S,u,hockingstuart,22/05/2016,11.2,Southern Metropolitan,10579,3186,3,1,1,138,1965,Bayside,-37.896,144.9957
Brighton,5/22 Well St,2,737000,S,u,Nick,22/05/2016,11.2,Southern Metropolitan,10579,3186,3,1,1,106,1975,Bayside,-37.9159,144.9936
Brighton,33a Durrant St,2,1532000,S,h,Hodges,22/08/2016,11.2,Southern Metropolitan,10579,3186,2,1,2,411,1910,Bayside,-37.9095,145.004
Brighton,48 Were St,3,1250000,S,u,Marshall,22/08/2016,11.2,Southern Metropolitan,10579,3186,3,2,0,0,2022,Bayside,-37.9249,144.9928
Brighton,3/18 William St,3,835000,PI,u,Marshall,22/08/2016,11.2,Southern Metropolitan,10579,3186,3,2,1,0,2022,Bayside,-37.909,145.0005
Brighton,35 Champion St,3,2320000,S,h,Nick,24/09/2016,11.2,Southern Metropolitan,10579,3186,3,2,2,589,2022,Bayside,-37.9253,145.0034
Brighton,112 Asling St,4,2000000,S,h,Marshall,25/02/2017,11.2,Southern Metropolitan,10579,3186,4,2,2,471,2022,Bayside,-37.8956,145.0037
Brighton,114A Bay St,2,1230000,S,t,Hodges,25/02/2017,11.2,Southern Metropolitan,10579,3186,2,2,2,201,2022,Bayside,-37.905,144.9959
Brighton,7 Carpenter St,3,2375000,S,h,Buxton,25/02/2017,11.2,Southern Metropolitan,10579,3186,3,2,2,470,2022,Bayside,-37.9152,144.993
Brighton,147A Male St,2,1037000,S,t,Buxton,25/02/2017,11.2,Southern Metropolitan,10579,3186,2,1,2,125,2009,Bayside,-37.9078,145.0051
Brighton,119 North Rd,4,3050000,SP,h,Buxton,25/02/2017,11.2,Southern Metropolitan,10579,3186,4,4,2,578,1995,Bayside,-37.8989,145.0008
Brighton,2/71 Roslyn St,4,1630000,SP,t,Biggin,25/02/2017,11.2,Southern Metropolitan,10579,3186,4,2,2,432,2000,Bayside,-37.9228,145.0022
Brighton,59 William St,2,1701000,S,h,Buxton,25/02/2017,11.2,Southern Metropolitan,10579,3186,2,1,2,0,2022,Bayside,-37.9118,145.0041
Brighton,4/95 Wilson St,2,760000,PI,u,Hodges,25/02/2017,11.2,Southern Metropolitan,10579,3186,2,1,2,0,2022,Bayside,-37.914,145.003
Brighton,58 Champion St,4,2640000,S,h,Hodges,26/07/2016,11.2,Southern Metropolitan,10579,3186,4,2,2,848,1975,Bayside,-37.9234,145.0042
Brighton,6/30 Boxshall St,2,850000,PI,u,Buxton,27/11/2016,11.2,Southern Metropolitan,10579,3186,2,1,1,0,2022,Bayside,-37.9116,144.9978
Brighton,3/198 Church St,1,671000,S,u,Buxton,27/11/2016,11.2,Southern Metropolitan,10579,3186,1,1,1,70,1980,Bayside,-37.9194,145.0003
Brighton,686A Hampton St,4,2250000,SP,t,Marshall,27/11/2016,11.2,Southern Metropolitan,10579,3186,4,2,2,230,2012,Bayside,-37.9237,145.0056
Brighton,3A Huntingfield Rd,3,2900000,S,h,Nick,27/11/2016,11.2,Southern Metropolitan,10579,3186,3,1,1,659,1942,Bayside,-37.919,144.9953
Brighton,6c Lindsay St,3,1620000,S,u,Buxton,27/11/2016,11.2,Southern Metropolitan,10579,3186,3,2,2,231,2022,Bayside,-37.9121,144.9953
Brighton,7 Wilson St,3,3550000,S,h,Nick,27/11/2016,11.2,Southern Metropolitan,10579,3186,3,2,0,1007,2022,Bayside,-37.9097,144.9981
Brighton,57 Bay St,4,2750000,S,h,Nick,28/05/2016,11.2,Southern Metropolitan,10579,3186,4,2,2,687,2022,Bayside,-37.904,144.9919
Brighton,11 Butler St,5,3751000,S,h,Marshall,28/05/2016,11.2,Southern Metropolitan,10579,3186,3,3,2,584,2022,Bayside,-37.921,144.9966
Brighton,3a Cowra St,3,1425000,S,t,Hodges,28/05/2016,11.2,Southern Metropolitan,10579,3186,3,2,2,495,2022,Bayside,-37.9049,145.0069
Brighton,21 Wolseley Gr,4,2405000,S,h,RT,28/05/2016,11.2,Southern Metropolitan,10579,3186,4,1,2,695,1970,Bayside,-37.9262,144.9969
Brighton,23a Chelsea St,3,1352500,S,u,hockingstuart,28/08/2016,11.2,Southern Metropolitan,10579,3186,2,2,1,280,1993,Bayside,-37.91,144.989
Brighton,8 Dendy St,3,2030000,S,h,Nick,28/08/2016,11.2,Southern Metropolitan,10579,3186,4,2,2,366,2022,Bayside,-37.9193,144.9898
Brighton,86 Dendy St,5,3105000,S,h,Marshall,28/08/2016,11.2,Southern Metropolitan,10579,3186,4,2,2,1045,1930,Bayside,-37.9205,145.0012
Brighton,4/34 Elwood St,3,1171000,S,h,Nick,28/08/2016,11.2,Southern Metropolitan,10579,3186,3,2,2,279,1970,Bayside,-37.9002,144.9928
Brighton,2 Gatehouse Pl,2,1400000,S,t,RT,28/08/2016,11.2,Southern Metropolitan,10579,3186,2,2,1,267,2022,Bayside,-37.9159,144.9933
Brighton,46 Roslyn St,3,1600000,VB,h,RT,30/07/2016,11.2,Southern Metropolitan,10579,3186,3,2,2,266,2000,Bayside,-37.9241,145.0028
Brighton,17 Rusden St,4,1500000,VB,h,Hodges,30/07/2016,11.2,Southern Metropolitan,10579,3186,3,2,1,549,1990,Bayside,-37.8869,144.9982
Brighton East,7 Balfour St,4,1940000,S,h,hockingstuart,3/9/2016,10.7,Southern Metropolitan,6938,3187,4,2,2,682,1960,Bayside,-37.9205,145.0122
Brighton East,4 Marriage Rd,4,1850000,S,h,Nick,3/9/2016,10.7,Southern Metropolitan,6938,3187,4,2,2,617,1940,Bayside,-37.9187,145.007
Brighton East,244a South Rd,3,930000,SP,h,Marshall,3/9/2016,10.7,Southern Metropolitan,6938,3187,3,1,1,329,1930,Bayside,-37.9317,145.0218
Brighton East,133A Centre Rd,4,1310000,PI,h,hockingstuart,3/12/2016,10.7,Southern Metropolitan,6938,3187,4,3,2,618,2008,Bayside,-37.9162,145.0219
Brighton East,26 Hodder St,2,1250000,SP,h,hockingstuart,3/12/2016,10.7,Southern Metropolitan,6938,3187,2,1,2,443,2022,Bayside,-37.9077,145.0229
Brighton East,14 Milroy St,4,2504000,S,h,Marshall,3/12/2016,10.7,Southern Metropolitan,6938,3187,4,2,2,674,1950,Bayside,-37.9022,145.0125
Brighton East,5/29 Pine St,2,700000,PI,u,hockingstuart,3/12/2016,10.7,Southern Metropolitan,6938,3187,2,1,1,0,2022,Bayside,-37.9195,145.0067
Brighton East,1/383 South Rd,2,750000,SP,u,Buxton,3/12/2016,10.7,Southern Metropolitan,6938,3187,2,1,3,305,1970,Bayside,-37.9318,145.0293
Brighton East,22A Camperdown St,3,1302500,S,t,Buxton,4/3/2017,10.7,Southern Metropolitan,6938,3187,3,2,2,391,2022,Bayside,-37.9179,145.0091
Brighton East,67 Centre Rd,2,1445000,S,h,Biggin,4/3/2017,10.7,Southern Metropolitan,6938,3187,2,1,1,649,1940,Bayside,-37.9153,145.0142
Brighton East,16a Billson St,2,980000,S,h,Hodges,4/6/2016,10.7,Southern Metropolitan,6938,3187,3,1,1,247,2022,Bayside,-37.917,145.0137
Brighton East,5 Florence St,4,1495000,S,h,Nick,4/6/2016,10.7,Southern Metropolitan,6938,3187,4,2,2,597,2022,Bayside,-37.9179,145.019
Brighton East,12 Meyer Ct,4,1825000,PI,h,Buxton,4/6/2016,10.7,Southern Metropolitan,6938,3187,4,3,2,594,1973,Bayside,-37.9029,145.0118
Brighton East,13 Robinson St,5,1700000,VB,h,Marshall,4/6/2016,10.7,Southern Metropolitan,6938,3187,4,2,1,994,1935,Bayside,-37.9187,145.0187
Brighton East,109 Thomas St,5,1400000,VB,h,Buxton,4/6/2016,10.7,Southern Metropolitan,6938,3187,4,3,4,824,1930,Bayside,-37.9091,145.0245
Brighton East,12 Thomas St,3,1075000,PI,h,hockingstuart,4/6/2016,10.7,Southern Metropolitan,6938,3187,3,2,2,312,1990,Glen Eira,-37.9179,145.0232
Brighton East,60 Baird St,3,1860000,S,h,Marshall,6/8/2016,10.7,Southern Metropolitan,6938,3187,3,2,2,686,1948,Bayside,-37.9241,145.0125
Brighton East,80 Marriage Rd,3,1500000,S,h,Nick,6/8/2016,10.7,Southern Metropolitan,6938,3187,3,2,2,315,2000,Bayside,-37.9199,145.0174
Brighton East,2/10 Vincent St,3,870000,S,t,hockingstuart,6/8/2016,10.7,Southern Metropolitan,6938,3187,3,2,2,158,2022,Bayside,-37.9271,145.0281
Brighton East,16 Alford St,4,2000000,PI,h,Buxton,7/5/2016,10.7,Southern Metropolitan,6938,3187,4,2,2,687,2022,Bayside,-37.9117,145.0093
Brighton East,11 Billson St,3,1400000,VB,h,Marshall,7/5/2016,10.7,Southern Metropolitan,6938,3187,3,1,3,613,1950,Bayside,-37.9177,145.0143
Brighton East,60 Cummins Rd,3,1300000,VB,h,Marshall,7/5/2016,10.7,Southern Metropolitan,6938,3187,3,2,3,619,2022,Bayside,-37.927,145.0267
Brighton East,15 Hodder St,5,1600000,PI,h,RT,7/5/2016,10.7,Southern Metropolitan,6938,3187,5,2,2,616,1945,Bayside,-37.9084,145.0221
Brighton East,5 Margaret St,2,1780000,SP,h,Buxton,7/5/2016,10.7,Southern Metropolitan,6938,3187,4,3,2,635,1935,Bayside,-37.9205,145.0102
Brighton East,375 South Rd,5,1200000,VB,h,hockingstuart,7/5/2016,10.7,Southern Metropolitan,6938,3187,5,2,5,775,1920,Bayside,-37.932,145.0284
Brighton East,16/373 South Rd,2,775000,S,u,Buxton,7/11/2016,10.7,Southern Metropolitan,6938,3187,2,1,1,112,1960,Bayside,-37.9306,145.0284
Brighton East,4 Vincent St,3,1480000,S,h,hockingstuart,7/11/2016,10.7,Southern Metropolitan,6938,3187,3,2,2,697,1925,Bayside,-37.9269,145.0274
Brighton East,4 Chapman St,5,2900000,PI,h,Buxton,8/10/2016,10.7,Southern Metropolitan,6938,3187,5,4,2,640,1950,Bayside,-37.928,145.0095
Brighton East,299 South Rd,3,1590000,S,h,Marshall,8/10/2016,10.7,Southern Metropolitan,6938,3187,3,3,2,481,2012,Bayside,-37.931,145.0198
Brighton East,13 Hornby St,4,2840000,S,h,Hodges,10/9/2016,10.7,Southern Metropolitan,6938,3187,5,2,2,999,1972,Bayside,-37.9135,145.0189
Brighton East,10 MacKie Gr,3,1580000,S,h,Marshall,10/9/2016,10.7,Southern Metropolitan,6938,3187,4,2,2,597,2022,Bayside,-37.9085,145.0201
Brighton East,3 Raymond Ct,4,1100000,VB,t,Gary,10/9/2016,10.7,Southern Metropolitan,6938,3187,4,3,2,302,2022,Bayside,-37.9317,145.0294
Brighton East,48 Thomas St,2,1000000,PI,h,Biggin,10/9/2016,10.7,Southern Metropolitan,6938,3187,2,1,2,564,1948,Glen Eira,-37.9143,145.0238
Brighton East,1 Arnot St,5,2500000,VB,h,Hodges,10/12/2016,10.7,Southern Metropolitan,6938,3187,5,3,2,634,2005,Bayside,-37.9126,145.013
Brighton East,14 Holmhurst Ct,4,1700000,PI,h,Buxton,10/12/2016,10.7,Southern Metropolitan,6938,3187,4,3,4,708,1950,Bayside,-37.9299,145.015
Brighton East,24 Moore St,3,1405000,S,h,Buxton,10/12/2016,10.7,Southern Metropolitan,6938,3187,3,1,1,490,2022,Bayside,-37.9024,145.0097
Brighton East,355 Nepean Hwy,3,1290000,S,h,Greg,10/12/2016,10.7,Southern Metropolitan,6938,3187,3,1,2,661,1920,Bayside,-37.9045,145.0082
Brighton East,92 Thomas St,5,3207000,S,h,hockingstuart,10/12/2016,10.7,Southern Metropolitan,6938,3187,5,5,3,1561,1969,Bayside,-37.9102,145.0245
Brighton East,2/19 Hemming St,3,880000,S,u,Buxton,11/2/2017,10.7,Southern Metropolitan,6938,3187,3,2,2,304,1990,Bayside,-37.9308,145.0316
Brighton East,200 South Rd,4,1920000,S,h,Nick,11/2/2017,10.7,Southern Metropolitan,6938,3187,4,1,1,1000,1960,Bayside,-37.931,145.0163
Brighton East,1 Alexander St,3,1301000,SP,h,Buxton,12/11/2016,10.7,Southern Metropolitan,6938,3187,3,2,2,401,1926,Bayside,-37.9062,145.0173
Brighton East,23 Camperdown St,4,2570000,S,t,Gary,12/11/2016,10.7,Southern Metropolitan,6938,3187,4,3,2,898,2022,Bayside,-37.9176,145.0087
Brighton East,50 Lucas St,5,2550000,S,h,Buxton,12/11/2016,10.7,Southern Metropolitan,6938,3187,5,3,2,915,1960,Bayside,-37.9231,145.0104
Brighton East,3 Carrington Gr,5,1915000,S,h,Buxton,13/08/2016,10.7,Southern Metropolitan,6938,3187,5,2,0,645,1970,Bayside,-37.9175,145.0116
Brighton East,139 Thomas St,4,1650000,SA,h,hockingstuart,13/08/2016,10.7,Southern Metropolitan,6938,3187,5,3,2,598,1948,Bayside,-37.9075,145.0248
Brighton East,4a Marriage Rd,4,1530000,S,h,RT,14/05/2016,10.7,Southern Metropolitan,6938,3187,2,2,1,603,1920,Bayside,-37.9187,145.0071
Brighton East,609 Nepean Hwy,2,805000,PI,h,Hodges,14/05/2016,10.7,Southern Metropolitan,6938,3187,2,1,2,347,2022,Bayside,-37.9137,145.0164
Brighton East,55 Baird St,4,2050000,SP,h,Marshall,15/10/2016,10.7,Southern Metropolitan,6938,3187,4,2,4,678,1940,Bayside,-37.9255,145.0118
Brighton East,25 Camperdown St,5,2550000,PI,h,RT,15/10/2016,10.7,Southern Metropolitan,6938,3187,5,3,2,551,2016,Bayside,-37.9176,145.009
Brighton East,2/5 Camperdown St,2,905000,S,u,Hodges,15/10/2016,10.7,Southern Metropolitan,6938,3187,2,1,2,189,1980,Bayside,-37.9172,145.0072
Brighton East,9a Elizabeth St,3,1355000,S,h,C21,15/10/2016,10.7,Southern Metropolitan,6938,3187,3,1,2,759,1930,Bayside,-37.9057,145.0166
Brighton East,4 Farmer St,2,1845000,S,h,Buxton,15/10/2016,10.7,Southern Metropolitan,6938,3187,2,1,2,604,1950,Bayside,-37.9268,145.0094
Brighton East,7a Robinson St,5,1760000,PI,h,Kay,15/10/2016,10.7,Southern Metropolitan,6938,3187,5,3,2,601,2022,Bayside,-37.919,145.0194
Brighton East,7 Tuxen Ct,5,2050000,PI,h,RT,15/10/2016,10.7,Southern Metropolitan,6938,3187,5,3,3,669,1970,Bayside,-37.9289,145.0284
Brighton East,6 Balfour St,3,1620000,S,h,Marshall,16/04/2016,10.7,Southern Metropolitan,6938,3187,3,2,4,678,2022,Bayside,-37.9208,145.0126
Brighton East,2/111 Thomas St,3,940000,S,t,hockingstuart,16/04/2016,10.7,Southern Metropolitan,6938,3187,3,2,3,0,2004,Bayside,-37.9089,145.0246
Brighton East,38 Agnew St,3,1710000,S,h,hockingstuart,17/09/2016,10.7,Southern Metropolitan,6938,3187,4,3,2,435,1915,Bayside,-37.91,145.0113
Brighton East,36 Billson St,3,1800000,S,h,Buxton,17/09/2016,10.7,Southern Metropolitan,6938,3187,3,1,1,703,2022,Bayside,-37.9185,145.0138
Brighton East,29 Cluden St,4,1706000,S,h,Buxton,17/09/2016,10.7,Southern Metropolitan,6938,3187,3,3,2,538,2022,Bayside,-37.9126,145.011
Brighton East,1/2 Robinson St,3,1300000,PI,t,Buxton,17/09/2016,10.7,Southern Metropolitan,6938,3187,3,2,2,337,2000,Bayside,-37.9196,145.0205
Brighton East,7/87 Thomas St,2,770000,S,u,Hodges,18/03/2017,10.7,Southern Metropolitan,6938,3187,2,1,2,157,2022,Bayside,-37.911,145.0236
Brighton East,27 Arnold Rd,4,2200000,PI,h,Buxton,18/06/2016,10.7,Southern Metropolitan,6938,3187,4,2,2,654,2000,Bayside,-37.9292,145.0236
Brighton East,155 Dendy St,3,1400000,S,h,Hodges,19/11/2016,10.7,Southern Metropolitan,6938,3187,3,2,2,486,2022,Bayside,-37.9213,145.0111
Brighton East,4 Hansen St,3,900000,S,h,Hodges,19/11/2016,10.7,Southern Metropolitan,6938,3187,3,2,2,236,2022,Bayside,-37.9215,145.0227
Brighton East,25 Robinson St,4,2150000,S,h,Buxton,19/11/2016,10.7,Southern Metropolitan,6938,3187,4,3,2,614,1970,Bayside,-37.9186,145.0175
Brighton East,206 South Rd,4,1725000,SP,h,Hodges,19/11/2016,10.7,Southern Metropolitan,6938,3187,4,3,2,798,2022,Bayside,-37.9311,145.0169
Brighton East,30 Studley Rd,4,1755000,PI,h,RT,19/11/2016,10.7,Southern Metropolitan,6938,3187,4,2,2,0,2022,Bayside,-37.9292,145.0252
Brighton East,25 Agnew St,4,1650000,VB,h,Hodges,22/05/2016,10.7,Southern Metropolitan,6938,3187,4,2,4,506,1997,Bayside,-37.9111,145.0108
Brighton East,18 Curzon St,4,1720000,S,h,Buxton,22/05/2016,10.7,Southern Metropolitan,6938,3187,2,2,2,676,2022,Bayside,-37.9198,145.0137
Brighton East,1 Marriage Rd,4,1815000,S,h,hockingstuart,22/05/2016,10.7,Southern Metropolitan,6938,3187,4,2,2,732,2022,Bayside,-37.9184,145.007
Brighton East,6 Murray St,5,1450000,PI,h,Buxton,22/05/2016,10.7,Southern Metropolitan,6938,3187,5,3,2,527,2022,Bayside,-37.9061,145.0238
Brighton East,4/2 Hornby St,1,681000,SP,t,Buxton,24/09/2016,10.7,Southern Metropolitan,6938,3187,2,1,1,166,2012,Bayside,-37.9159,145.019
Brighton East,16b Regent St,3,1511000,S,t,RT,24/09/2016,10.7,Southern Metropolitan,6938,3187,2,2,2,496,2022,Bayside,-37.9237,145.0075
Brighton East,8 Thomas St,2,1310000,S,h,Buxton,24/09/2016,10.7,Southern Metropolitan,6938,3187,4,3,2,302,2018,Glen Eira,-37.9182,145.0231
Brighton East,6/141 Centre Rd,1,340000,VB,u,Buxton,25/02/2017,10.7,Southern Metropolitan,6938,3187,1,1,1,0,1950,Bayside,-37.9164,145.0228
Brighton East,35 Elizabeth St,3,1537000,SP,h,Marshall,25/02/2017,10.7,Southern Metropolitan,6938,3187,3,2,2,324,1999,Bayside,-37.9034,145.017
Brighton East,39 Ferguson St,3,1100000,S,h,HAR,25/02/2017,10.7,Southern Metropolitan,6938,3187,3,1,1,420,2022,Bayside,-37.9108,145.0121
Brighton East,313 Nepean Hwy,2,994000,S,h,Buxton,25/02/2017,10.7,Southern Metropolitan,6938,3187,2,2,2,539,2022,Bayside,-37.9013,145.0072
Brighton East,7 Valdemar Ct,4,1447000,S,h,Marshall,25/02/2017,10.7,Southern Metropolitan,6938,3187,4,1,2,590,2022,Bayside,-37.9286,145.0274
Brighton East,3/127 Dendy St,2,692000,S,u,Buxton,26/07/2016,10.7,Southern Metropolitan,6938,3187,2,1,1,74,1960,Bayside,-37.9207,145.0079
Brighton East,2/21 Hodder St,4,1367000,S,t,McGrath,26/07/2016,10.7,Southern Metropolitan,6938,3187,4,2,2,315,2000,Bayside,-37.9078,145.0222
Brighton East,2/33 Cluden St,2,903000,S,u,Hodges,27/11/2016,10.7,Southern Metropolitan,6938,3187,2,1,1,171,1970,Bayside,-37.9125,145.0114
Brighton East,9 Montgomery St,4,2820000,S,h,Buxton,27/11/2016,10.7,Southern Metropolitan,6938,3187,4,4,4,509,1960,Bayside,-37.9172,145.0214
Brighton East,11 Summerhill Rd,2,1813000,S,h,Buxton,27/11/2016,10.7,Southern Metropolitan,6938,3187,2,1,2,660,1930,Bayside,-37.9179,145.0127
Brighton East,5 Tuxen Ct,5,1655000,S,h,Buxton,27/11/2016,10.7,Southern Metropolitan,6938,3187,5,2,2,679,1950,Bayside,-37.9291,145.0283
Brighton East,5 Arnot St,3,1230000,S,t,hockingstuart,28/05/2016,10.7,Southern Metropolitan,6938,3187,3,2,2,297,1980,Bayside,-37.9124,145.0132
Brighton East,4 Bruce St,4,1389000,S,h,Buxton,28/05/2016,10.7,Southern Metropolitan,6938,3187,4,1,2,656,1930,Bayside,-37.9027,145.0225
Brighton East,3/44 Union St,2,750000,S,u,Buxton,28/05/2016,10.7,Southern Metropolitan,6938,3187,2,1,1,227,1980,Bayside,-37.9085,145.0129
Brighton East,3/23 Walstab St,3,1245000,S,u,Buxton,28/05/2016,10.7,Southern Metropolitan,6938,3187,3,2,1,227,1998,Bayside,-37.9191,145.0074
Brighton East,214 Were St,4,2310000,S,h,Buxton,28/05/2016,10.7,Southern Metropolitan,6938,3187,4,2,2,757,1930,Bayside,-37.9266,145.0088
Brighton East,54 Regent St,3,1420000,S,t,hockingstuart,28/08/2016,10.7,Southern Metropolitan,6938,3187,3,2,2,247,2022,Bayside,-37.9241,145.0108
Brighton East,4/141 Centre Rd,2,563000,S,u,hockingstuart,30/07/2016,10.7,Southern Metropolitan,6938,3187,2,1,1,1233,1960,Bayside,-37.9164,145.0228
Brighton East,2a Hurlstone St,2,1014000,S,t,Buxton,30/07/2016,10.7,Southern Metropolitan,6938,3187,2,1,1,267,1990,Bayside,-37.9055,145.0173
Brunswick,8/55 De Carle St,2,428000,S,u,Brad,3/9/2016,5.2,Northern Metropolitan,11918,3056,2,1,2,0,1970,Moreland,-37.7593,144.9652
Brunswick,234 Victoria St,2,1026000,S,h,Nelson,3/9/2016,5.2,Northern Metropolitan,11918,3056,2,1,0,225,1905,Moreland,-37.7676,144.9665
Brunswick,9 Blair St,4,1802500,S,h,Jellis,3/12/2016,5.2,Northern Metropolitan,11918,3056,4,3,1,238,1910,Moreland,-37.7713,144.9643
Brunswick,25 Hardy St,4,1500000,VB,h,Nelson,3/12/2016,5.2,Northern Metropolitan,11918,3056,4,3,1,365,1890,Moreland,-37.7624,144.9671
Brunswick,29 Stewart St,4,2230000,S,h,Nelson,4/3/2017,5.2,Northern Metropolitan,11918,3056,4,2,3,851,1940,Moreland,-37.7637,144.9662
Brunswick,1/182 Albion St,3,1050000,SP,h,hockingstuart,4/6/2016,5.2,Northern Metropolitan,11918,3056,3,1,2,264,2022,Moreland,-37.7611,144.9644
Brunswick,11/97 Brickworks Dr,2,410000,S,u,Ray,4/6/2016,5.2,Northern Metropolitan,11918,3056,2,1,1,0,2000,Moreland,-37.7695,144.9528
Brunswick,9/15 De Carle St,1,272500,PI,u,Walshe,4/6/2016,5.2,Northern Metropolitan,11918,3056,1,1,1,0,1970,Moreland,-37.762,144.9647
Brunswick,2/3 Donald St,3,680000,PI,h,Nelson,4/6/2016,5.2,Northern Metropolitan,11918,3056,3,3,1,81,2016,Moreland,-37.7575,144.9647
Brunswick,3/9 Austin Tce,2,400000,S,u,Jellis,6/8/2016,5.2,Northern Metropolitan,11918,3056,2,1,1,0,1970,Moreland,-37.7608,144.968
Brunswick,77 Blyth St,3,950000,SP,h,Jellis,6/8/2016,5.2,Northern Metropolitan,11918,3056,3,1,0,170,1910,Moreland,-37.7661,144.9691
Brunswick,314 Barkly St,3,1310000,PI,h,Nelson,7/5/2016,5.2,Northern Metropolitan,11918,3056,3,2,2,426,1880,Moreland,-37.7759,144.9578
Brunswick,5/185 Brunswick Rd,4,860000,PI,t,Nelson,7/5/2016,5.2,Northern Metropolitan,11918,3056,4,2,1,95,2022,Moreland,-37.7772,144.9653
Brunswick,141 Gold St,2,845500,S,h,Nelson,7/5/2016,5.2,Northern Metropolitan,11918,3056,2,1,1,179,1890,Moreland,-37.7742,144.9542
Brunswick,143 Gold St,2,860000,S,h,Nelson,7/5/2016,5.2,Northern Metropolitan,11918,3056,2,1,1,181,1910,Moreland,-37.7742,144.9541
Brunswick,3/4 Mitchell St,2,605000,PI,t,Jellis,7/5/2016,5.2,Northern Metropolitan,11918,3056,2,1,1,0,2009,Moreland,-37.7588,144.9646
Brunswick,13 Percy St,3,1055000,S,h,Nelson,7/5/2016,5.2,Northern Metropolitan,11918,3056,3,1,1,324,1930,Moreland,-37.7653,144.9586
Brunswick,9/33 Staley St,2,445000,S,u,Walshe,7/5/2016,5.2,Northern Metropolitan,11918,3056,2,1,1,0,1975,Moreland,-37.7643,144.9638
Brunswick,1/263 Albion St,2,659500,S,u,Walshe,7/11/2016,5.2,Northern Metropolitan,11918,3056,2,1,1,100,1970,Moreland,-37.7601,144.9581
Brunswick,6/153 Barkly St,2,600000,S,u,Nelson,7/11/2016,5.2,Northern Metropolitan,11918,3056,2,1,1,0,2011,Moreland,-37.777,144.9703
Brunswick,21/10 Breese St,3,627000,S,u,Nelson,7/11/2016,5.2,Northern Metropolitan,11918,3056,3,2,2,0,2022,Moreland,-37.7634,144.9616
Brunswick,79 Hope St,4,1450000,S,h,Jellis,7/11/2016,5.2,Northern Metropolitan,11918,3056,4,2,2,323,2022,Moreland,-37.7637,144.9565
Brunswick,2 Sheffield St,3,990000,S,h,Nelson,7/11/2016,5.2,Northern Metropolitan,11918,3056,3,1,2,410,2022,Moreland,-37.7604,144.9514
Brunswick,129 Albion St,4,1115000,PI,h,Jellis,8/10/2016,5.2,Northern Metropolitan,11918,3056,4,1,0,264,1900,Moreland,-37.7611,144.9677
